YearWeek,AverageTemperature
201447,28.30041084076139
201448,30.090711533063782
201449,28.155286388507896
201450,29.345930752522428
201451,29.715900848055057
201452,28.05349179329716
201501,28.93701974950442
201502,25.748367976629584
201503,27.958337886496803
201504,28.723247587570373
201505,27.72112276813112
201506,30.594407465160042
201507,27.52494499440021
201508,28.5081320967963
201509,29.07200737191181
201510,30.375630294824273
201511,27.491585065711156
201512,30.08370118017799
201513,28.92386070017506
201514,27.92520919923996
201515,29.361911535683614
201516,29.091957968126252
201517,28.285771606526428
201518,28.948880779807677
201519,28.486855309088337
201520,28.978776462333784
201521,29.520480002736015
201522,30.43745635549276
201523,27.606714251653
201524,30.97065333626855
201525,26.878622373222218
201526,28.67201528884158
201527,29.40520780149417
201528,29.090972673877065
201529,28.18037149745388
201530,28.588038978049635
201531,28.29625050488051
201532,28.192976893727575
201533,29.62503395882525
201534,29.125537558901705
201535,28.068702688808443
201536,29.654302370634785
201537,29.05509222721058
201538,29.553745036305372
201539,29.36360197052246
201540,27.898068328809213
201541,28.159972510666755
201542,29.46053736711942
201543,29.31670423856206
201544,28.67564351160207
201545,28.772413755669625
201546,29.891292534943894
201547,27.980597517114266
201548,29.077807553914756
201549,28.28705878710545
201550,28.23011150310675
201551,29.50511082511579
201552,29.19029158891125
201601,29.136926142718487
201602,29.587436580666804
201603,28.261502881939858
201604,28.88099327839669
201605,27.847314817302895
201606,28.44028919317942
201607,27.944521053117917
201608,28.130201339272947
201609,28.58690366651177
201610,27.132067224636007
201611,30.001216450349567
201612,26.86135305995903
201613,26.611723095465624
201614,28.94256384854805
201615,28.534656935805547
201616,28.32565532568939
201617,28.28842228469614
201618,27.606371269379572
201619,26.67990493753528
201620,27.611505134009466
201621,26.817080131098248
201622,28.427902842822743
201623,27.264266994697476
201624,26.54436844620173
201625,27.00702106813587
201626,27.699879630859115
201627,26.681764890574144
201628,26.38181031460631
201629,27.40625918845928
201630,27.366079814870716
201631,26.572711335185492
201632,26.567157471732923
201633,27.228786981503507
201634,25.507193969443172
201635,25.506355803358566
201636,26.13088399371877
201637,26.559873385716173
201638,27.00822042548284
201639,28.096661399291204
201640,27.402957128000477
201641,26.309351297291848
201642,26.3742659418094
201643,25.314745107531095
201644,26.22275365863333
201645,25.8766004781624
201646,26.411969999877435
201647,25.18601281844384
201648,26.45658259869414
201649,27.393967319912363
201650,25.676460580909744
201651,26.110924773922356
201652,26.323349365991344
201701,25.15597722485121
201702,25.705282501004277
201703,25.417774742432464
201704,25.426850762656315
201705,24.48015720270883
201706,25.201669483280057
201707,25.599149922723374
201708,26.476287561729784
201709,25.90840710247676
201710,27.02631105635992
201711,24.02977335841713
201712,25.59343388048267
201713,24.828447571957163
201714,26.7589008218933
201715,23.68479192577729
201716,23.57736069140848
201717,23.74168221060204
201718,22.14117145419307
201719,23.66330447927893
201720,23.35391916186281
201721,24.18743793234953
201722,24.302792444107293
201723,25.761199630002835
201724,24.75944495142981
201725,23.15610978003817
201726,22.75859108680903
201727,24.076947962293456
201728,22.2049107469141
201729,25.29671788293689
201730,24.58481440095162
201731,22.87631379127341
201732,21.572470077435035
201733,24.579592143839115
201734,23.051295087568878
201735,24.343766407942752
201736,21.45163760032272
201737,22.386805399311104
201738,22.93153928513085
201739,22.913391342325202
201740,22.356460440229007
201741,23.369491007203546
201742,21.619135808621245
201743,22.484491916130338
201744,22.687282196011324
201745,23.02154056150596
201746,23.158831768683896
201747,21.262689961904933
201748,20.79333304615497
201749,23.545239201936898
201750,22.539991555165773
201751,21.399306169777418
201752,23.63905984500429
201801,22.143697666922414
201802,23.147435379841177
201803,21.975771840335252
201804,23.909116446954922
201805,23.543824527663933
201806,21.47963469988945
201807,22.640284962470673
201808,22.254205124249253
201809,22.91757589534425
201810,20.524136040379588
201811,22.115226124105924
201812,22.42771431410487
201813,19.550665503979957
201814,20.066261640885088
201815,19.15040313893855
201816,20.86034364540189
201817,21.787407898790203
201818,22.512337858238062
201819,21.003077505947605
201820,22.472377541732524
201821,19.378439808579735
201822,18.969938098072863
201823,20.5325521091648
201824,20.88694452763412
201825,20.38496360123412
201826,18.264995519921737
201827,20.15809685108222
201828,18.857526660723554
201829,20.74644798069184
201830,20.358152948592046
201831,18.96645418680124
201832,19.307246326425304
201833,18.67667899250644
201834,19.58799268775562
201835,20.52059337616343
201836,18.494504279960037
201837,19.899056112446825
201838,18.779531249189937
201839,18.43169530593343
201840,19.032317048874617
201841,18.0188843570432
201842,18.415256644748787
201843,17.685807328140513
201844,20.76318962427915
201845,18.748507313967888
201846,17.92829752463697
201847,18.756782213997177
201848,18.34525352420552
201849,18.15139124499653
201850,18.90130681520657
201851,18.95942709584385
201852,17.58619750881941
201853,17.45565968641866
201901,17.671205500545096
201902,15.559115303594549
201903,16.26062467676498
201904,19.05746927704145
201905,19.250341993731606
201906,17.27111751130734
201907,18.011489784552886
201908,17.660962246674053
201909,20.37888080845524
201910,18.419574911434577
201911,17.172082408519234
201912,16.344459559399574
201913,15.693553679742429
201914,17.503463635867224
201915,16.543649254715696
201916,15.877746290402326
201917,16.653427115757474
201918,16.218451996385607
201919,18.987141635072565
201920,18.18163975694945
201921,17.292027358683384
201922,18.779944138890027
201923,17.377368307647618
201924,16.438715798671737
201925,18.823124077269657
201926,17.83891004368466
201927,16.262753845673544
201928,17.10966132191639
201929,16.424381746615243
201930,15.917200269035664
201931,18.22617754753164
201932,19.20941664047013
201933,15.90143242618086
201934,17.86296923669057
201935,16.649357430878172
201936,16.812874616235305
201937,16.70760607576113
201938,16.436009230320185
201939,17.348521627944827
201940,16.469049883588962
201941,17.57045682577984
201942,17.249761890550865
201943,17.061051953133592
201944,16.392436337958404
201945,16.723228669431666
201946,18.05539122582576
201947,17.800917187624382
201948,16.32244475520145
201949,17.399332305429226
201950,18.05138712337179
201951,15.63059471887863
201952,17.843360192379937
